id,Type,Nb_chambre,loc,surface,prix
immo-facile-56134949,Appartement,2,Saint-Vincent de Paul,36,335000
immo-facile-55024238,Appartement,2,Saint-Vincent de Paul,44,352000
century-21-202_481_16111,Appartement,2,Saint-Vincent de Paul,33,320000
immo-facile-56124179,Appartement,3,Saint-Vincent de Paul,44,415400
immo-facile-55977782,Appartement,7,Château d'Eau,325,3600000
century-21-202_2572_18414,Appartement,2,Château d'Eau,39,425000
apimo-85267819,Appartement,6,Saint-Vincent de Paul,156,1649400
hektor-2_colletimmobiliermathieu-552,Appartement,3,Goncourt,79,640000
ag650068-439626725,Appartement,2,Goncourt,38,217000
netty-gmx-appt-2932,Appartement,2,Goncourt,36,320000
ag756469-438931058,Appartement,3,Saint-Vincent de Paul,48,445000
apimo-85054543,Appartement,7,Louis Blanc,301,2985000
netty-objois-appt-2327,Duplex,2,Louis Blanc,59,499000
ag942352-438831410,Appartement,5,Château d'Eau,98,997000
keller-williams-1-34_1_32-174074,Appartement,6,Canal Saint-Martin,160,1445000
hektor-AGENTISSIMOLAFAYETTE-917,Appartement,4,Saint-Vincent de Paul,57,455000
hektor-1857_EXPERTIMO22-174758,Appartement,3,Château d'Eau,67,740000
ag755942-438317213,Appartement,6,Saint-Vincent de Paul,139,1350000
hektor-transopera-4105,Appartement,2,Goncourt,27,255000
hektor-transopera-4106,Appartement,1,Goncourt,27,255000
oralia-0051-TAPP23204AA,Appartement,2,Canal Saint-Martin,49,459000
ladresse-1-adresse-13719095,Appartement,2,Goncourt,60,550000
hektor-br-immobilier-4045,Appartement,2,Goncourt,16,135000
safti-1-1356889,Appartement,1,Château d'Eau,30,235000
ag753296-437849591,Appartement,3,Louis Blanc,61,550000
stephane-plaza-4-4736218,Appartement,4,Château d'Eau,102,882000
ag753296-437559101,Appartement,3,Louis Blanc,74,690000
hektor-commealamaison-286,Appartement,2,Goncourt,30,299500
ag340369-437433191,Appartement,6,Château d'Eau,164,1884750
laforet-immo-facile-22270696,Appartement,3,Saint-Vincent de Paul,53,475000
immo-facile-56337849,Appartement,4,Porte Saint-Martin,95,1050000
ag340369-437153009,Appartement,1,Château d'Eau,36,426930
ag340369-437144192,Appartement,6,Château d'Eau,167,1882650
ag750170-437116217,Studio,1,Château d'Eau,17,148322
ag752647-437162426,Appartement,4,Château d'Eau,102,870000
immo-facile-54574265,Appartement,4,Château d'Eau,127,1450000
apimo-84860310,Appartement,4,Château d'Eau,143,1790000
iad-france-1649895,Appartement,2,Château d'Eau,25,266000
hektor-AGENTISSIMOLAFAYETTE-902,Appartement,3,Louis Blanc,41,395000
hektor-AGENTISSIMOLAFAYETTE-903,Appartement,2,Louis Blanc,41,395000
hektor-AGENTISSIMOLAFAYETTE-898,Appartement,4,Saint-Vincent de Paul,60,475000
hektor-AGENTISSIMOLAFAYETTE-904,Appartement,4,Louis Blanc,85,600000
apimo-85163595,Appartement,1,Château d'Eau,8,78999
ag755800-436461860,Appartement,5,Château d'Eau,106,839000
ag753296-436234058,Appartement,6,Saint-Vincent de Paul,122,1090000
keller-williams-1-34_1_33-172546,Appartement,2,Goncourt,21,199000
apimo-85158844,Appartement,1,Louis Blanc,15,150900
ag754238-436149920,Duplex,7,Saint-Vincent de Paul,150,1262000
immo-facile-56302428,Appartement,1,Saint-Vincent de Paul,23,214000
iad-france-1620355,Appartement,4,Goncourt,53,480000
hektor-EUGENE2020-290,Appartement,1,Goncourt,10,90750
iad-france-1643197,Appartement,2,Saint-Vincent de Paul,41,422000
netty-meilleurconseil-appt-3323,Appartement,3,Louis Blanc,64,360000
hektor-cabinetazoulay-432,Appartement,4,Louis Blanc,108,875000
laforet-immo-facile-22273313,Appartement,2,Château d'Eau,46,445000
hektor-cabinetazoulay-425,Appartement,3,Louis Blanc,61,585000
apimo-85105930,Appartement,2,Canal Saint-Martin,37,344000
ag756341-432187226,Studio,1,Goncourt,16,200000
iad-france-1632833,Appartement,2,Goncourt,31,300000
apimo-85105601,Appartement,1,Canal Saint-Martin,16,160000
hektor-br-immobilier-3898,Appartement,4,Goncourt,100,1036000
apimo-85071834,Appartement,3,Porte Saint-Martin,64,735000
apimo-85071881,Appartement,2,Porte Saint-Martin,64,735000
century-21-202_3553_16653,Appartement,2,Louis Blanc,46,435000
ag440414-430942337,Appartement,1,Porte Saint-Martin,49,517500
ag754691-430826942,Appartement,2,Goncourt,27,294500
nexity-GB00186804,Appartement,2,Goncourt,78,988000
era-2-56119782,Appartement,2,Goncourt,26,239000
hektor-NOHIL_1-148,Appartement,1,Louis Blanc,12,76300
ladresse-1-adresse-13681336,Appartement,3,Château d'Eau,66,693000
apimo-84925471,Appartement,4,Louis Blanc,92,860000
iad-france-1619158,Appartement,3,Louis Blanc,90,693000
safti-1-1326941,Appartement,4,Louis Blanc,183,1250000
nexity-GB00187885,Appartement,1,Goncourt,25,301600
nexity-GB00187842,Appartement,2,Goncourt,44,509600
apimo-84913699,Appartement,2,Belleville,54,750000
hektor-laportedeparis_75-156,Appartement,4,Château d'Eau,74,730000
hektor-laportedeparis_75-183,Appartement,5,Château d'Eau,89,799000
ag750129-428256461,Appartement,9,Saint-Vincent de Paul,202,1870000
hektor-paris8-267351,Appartement,2,Louis Blanc,40,396000
apimo-84988343,Appartement,1,Porte Saint-Martin,13,145800
hektor-sival-3033,Appartement,1,Château d'Eau,23,174900
safti-1-1321902,Appartement,4,Louis Blanc,100,850000
ag754691-427187498,Appartement,2,Goncourt,27,255000
gedeon-29304747,Appartement,5,Porte Saint-Martin,100,830000
gedeon-29304707,Appartement,3,Goncourt,68,599000
immo-facile-55973700,Appartement,5,Canal Saint-Martin,126,1350000
ag340369-426841496,Appartement,4,Château d'Eau,123,1200000
ag750523-426714776,Appartement,5,Saint-Vincent de Paul,118,1065000
iad-france-1594405,Appartement,2,Louis Blanc,56,436000
ag756465-425848933,Appartement,3,Goncourt,51,367500
apimo-8189195,Appartement,6,Saint-Vincent de Paul,155,2600000
immo-facile-55719952,Appartement,7,Louis Blanc,119,1295000
netty-toctocfr-appt-2747,Appartement,3,Canal Saint-Martin,65,613080
century-21-202_481_16153,Appartement,2,Saint-Vincent de Paul,34,315000
century-21-202_481_16152,Appartement,3,Saint-Vincent de Paul,48,440000
apimo-84642233,Appartement,5,Goncourt,151,1399000
ag942538-422636179,Appartement,3,Canal Saint-Martin,75,670000
apimo-84340180,Appartement,4,Porte Saint-Martin,85,1100000
ag754691-421837195,Appartement,4,Goncourt,53,480000
century-21-202_2572_18356,Appartement,3,Porte Saint-Martin,84,997000
immo-facile-55581045,Appartement,2,Goncourt,47,493000
ag756537-420970873,Appartement,3,Saint-Vincent de Paul,97,595000
gedeon-28940758,Appartement,3,75010 Paris 10e,60,540000
keller-williams-1-34_1_32-162777,Appartement,2,Louis Blanc,43,399000
iad-france-1560667,Loft/atelier/surface,7,Louis Blanc,352,2985000
ag753491-419456020,Appartement,5,Saint-Vincent de Paul,145,1650000
immo-facile-54203643,Appartement,2,Château d'Eau,31,349900
stephane-plaza-4-4547114,Appartement,1,Porte Saint-Martin,7,56000
ag752451-419153977,Appartement,1,Goncourt,35,289600
immo-facile-55088469,Appartement,3,Porte Saint-Martin,71,890000
safti-1-855161,Appartement,1,Goncourt,18,155000
keller-williams-1-34_1_32-160774,Appartement,2,Saint-Vincent de Paul,44,415000
century-21-202_481_16056,Appartement,3,Saint-Vincent de Paul,40,294000
ag752451-417002655,Appartement,2,Saint-Vincent de Paul,59,226490
century-21-202_481_16096,Appartement,6,Saint-Vincent de Paul,128,930000
ag756375-416326959,Appartement,3,Goncourt,90,1122000
century-21-202_481_16105,Appartement,2,Louis Blanc,29,315000
hektor-paris8-254924,Appartement,1,Porte Saint-Martin,19,138000
hektor-desrueimmo-1941,Appartement,3,Porte Saint-Martin,50,416000
ag756411-415316703,Appartement,2,75010 Paris 10e,67,284000
nexity-GB00183483,Appartement,2,Louis Blanc,28,279000
adapt-immo-690048919,Appartement,2,Goncourt,23,220000
hektor-agence-centrale-de-choisy-4115,Appartement,2,Goncourt,25,238900
hektor-agence-centrale-de-choisy-4114,Appartement,2,Goncourt,31,299500
ag756001-411541094,Appartement,3,Porte Saint-Martin,73,690000
hektor-iaimmobilier-49,Appartement,3,Porte Saint-Martin,81,799000
hektor-2_colletimmobiliermathieu-583,Appartement,4,Louis Blanc,95,895000
apimo-83786357,Appartement,7,Louis Blanc,316,2985000
gedeon-28370071,Appartement,1,Château d'Eau,11,139000
apimo-83963720,Appartement,3,Porte Saint-Martin,106,795000
laforet-immo-facile-21944840,Appartement,2,Château d'Eau,43,480000
keller-williams-1-34_1_32-151591,Appartement,3,Porte Saint-Martin,68,578000
immo-facile-54574101,Loft/atelier/surface,4,Saint-Vincent de Paul,148,1430000
immo-facile-54562569,Appartement,4,Canal Saint-Martin,77,720000
apimo-83590148,Appartement,2,Goncourt,27,295000
immo-facile-50515248,Appartement,2,Goncourt,29,266000
century-21-202_481_15907,Appartement,5,Saint-Vincent de Paul,115,1030000
apimo-83316754,Appartement,5,Saint-Vincent de Paul,145,1465000
netty-immocondorcet-appt-2437,Appartement,4,Louis Blanc,77,560000
apimo-83272144,Appartement,3,Louis Blanc,74,660000
ag752352-397592787,Appartement,1,Goncourt,14,139000
iad-france-1429501,Appartement,2,Louis Blanc,40,320000
immo-facile-53756833,Appartement,4,Château d'Eau,160,1710000
century-21-202_481_15984,Appartement,6,Porte Saint-Martin,123,1145000
century-21-202_481_15978,Appartement,1,Porte Saint-Martin,7,68000
hektor-br-immobilier-2681,Appartement,1,Goncourt,20,249000
ag932791-388452941,Appartement,2,Louis Blanc,39,309000
gedeon-26776880,Appartement,1,Porte Saint-Martin,16,170000
century-21-202_481_15886,Appartement,7,Saint-Vincent de Paul,144,1262000
apimo-8116530,Appartement,1,Château d'Eau,32,395000
apimo-8138892,Appartement,2,Saint-Vincent de Paul,53,475000
hektor-transopera-3250,Appartement,1,Château d'Eau,10,120000
ag752352-371187094,Appartement,2,Porte Saint-Martin,51,489000
hektor-ipf-conseils-2161,Appartement,2,Louis Blanc,28,280000
ag753006-438107363,Appartement,2,Nation,49,450000
laforet-immo-facile-22195965,Appartement,2,Léon-Blum,50,475000
netty-thiponeimmo-appt-2155,Appartement,2,75011 Paris 11e,36,299900
ag750937-449317355,Appartement,4,Bastille,85,949000
ladresse-1-adresse-13835696,Appartement,1,Belleville,16,145000
ladresse-1-adresse-13809092,Appartement,2,Nation,40,475000
apimo-85492268,Appartement,2,Nation,40,435000
ag756465-449288204,Loft/atelier/surface,4,75011 Paris 11e,114,1092000
ag756771-449288210,Appartement,3,Belleville,60,724000
ag942352-449284013,Studio,1,Belleville,24,240000
ag133861-449244236,Appartement,5,Nation,150,1575000
hektor-cmb-4177,Appartement,1,Belleville,20,200000
hektor-cmb-4175,Appartement,3,Bastille,42,390000
immo-facile-57320218,Appartement,1,Bastille,28,307400
immo-facile-50322081,Appartement,3,Belleville,63,680000
century-21-202_2401_14942,Appartement,1,Belleville,18,229900
hektor-248_ericmey-105327,Appartement,2,Nation,26,247200
hektor-hektor-1_boconseil75-4510,Appartement,4,Nation,100,1099000
laforet-immo-facile-22412746,Appartement,1,République,10,111000
apimo-85490913,Appartement,2,Léon-Blum,33,299000
apimo-85454753,Appartement,5,République,115,1249000
ag750365-449146631,Appartement,2,Belleville,45,475000
ag750365-449146589,Appartement,3,Belleville,60,625000
apimo-85490509,Appartement,4,République,93,1099000
stephane-plaza-4-4827826,Appartement,3,Belleville,47,500000
apimo-85489642,Appartement,3,Bastille,64,669000
laforet-immo-facile-22387441,Appartement,1,République,14,159000
century-21-202_507_28059,Appartement,1,Léon-Blum,33,329000
ag756465-449115053,Appartement,2,75011 Paris 11e,45,510000
ag756465-449115050,Appartement,2,75011 Paris 11e,50,520000
ag756465-449115071,Appartement,5,75011 Paris 11e,130,1490000
stephane-plaza-4-4832005,Appartement,2,Nation,30,288750
ag942110-449026445,Appartement,2,République,48,457000
gedeon-30285077,Appartement,5,Léon-Blum,134,1395000
hektor-br-immobilier-4373,Appartement,2,Bastille,49,595000
apimo-85487502,Appartement,5,Belleville,122,1195000
ladresse-1-adresse-12652600,Appartement,1,Nation,26,278000
hektor-hektor-1_boconseil75-3172,Appartement,3,Belleville,66,600000
ag756465-448950347,Appartement,3,75011 Paris 11e,50,463000
century-21-202_480_28189,Appartement,3,Nation,61,660000
ag754594-448898648,Appartement,1,République,11,77000
ag754594-448898579,Appartement,1,Belleville,25,243000
ag754594-448898630,Appartement,2,75011 Paris 11e,37,309160
ag754594-448898528,Appartement,2,75011 Paris 11e,44,450000
ag754594-448898369,Appartement,3,République,64,699000
ag754594-448898642,Appartement,4,75011 Paris 11e,93,949000
laforet-immo-facile-22380863,Appartement,1,Bastille,31,318000
laforet-immo-facile-22452165,Appartement,4,Léon-Blum,95,669000
laforet-immo-facile-22451996,Appartement,4,Nation,93,899000
hektor-vks-immobilier-5120,Appartement,1,République,30,320000
apimo-85472157,Appartement,2,Bastille,30,369000
apimo-85477467,Appartement,5,République,176,2450000
century-21-202_2383_16183,Appartement,2,Bastille,38,398000
ag753775-448828961,Appartement,3,Belleville,57,549999
iad-france-1707950,Appartement,1,Léon-Blum,18,210000
laforet-immo-facile-22436488,Appartement,3,République,72,785000
apimo-85475155,Appartement,2,Léon-Blum,35,410000
apimo-85467831,Appartement,3,Léon-Blum,47,429900
apimo-85465371,Appartement,4,Bastille,115,1200000
ag756771-448573088,Appartement,3,Belleville,60,724000
ag756771-448573019,Appartement,6,Bastille,120,990000
laforet-immo-facile-22450066,Appartement,1,Belleville,12,99000
laforet-immo-facile-22450065,Appartement,1,Nation,9,120000
immo-facile-57410244,Appartement,3,Bastille,60,760000
ag311656-448499474,Studio,1,Belleville,23,240000
laforet-immo-facile-22408858,Appartement,1,Nation,16,206000
laforet-immo-facile-22448976,Appartement,2,Bastille,69,549000
hektor-transopera-4203,Appartement,3,Nation,52,525000
immo-facile-57401540,Appartement,1,Léon-Blum,24,269000
immo-facile-57211180,Appartement,3,Nation,132,1395000
hektor-1905_EXPERTIMO22-179301,Appartement,1,Léon-Blum,15,189000
apimo-85471084,Appartement,1,Bastille,30,330000
iad-france-1702265,Appartement,2,Léon-Blum,24,250000
apimo-85470766,Appartement,2,Léon-Blum,53,649000
ag755800-448310372,Appartement,2,Nation,49,600000
apimo-85470201,Appartement,2,Belleville,37,470000
ag756444-448279772,Appartement,1,République,13,149000
laforet-immo-facile-22334411,Appartement,3,Bastille,69,730000
hektor-edouardduparc334-7107,Appartement,2,République,39,437000
ag756465-448247042,Studio,1,75011 Paris 11e,34,322500
century-21-202_2383_16214,Appartement,2,Bastille,44,445000
ag340369-448216442,Appartement,2,Léon-Blum,29,325000
laforet-immo-facile-22438857,Appartement,1,Belleville,20,214000
laforet-immo-facile-22439011,Appartement,4,Belleville,65,699000
laforet-immo-facile-22439016,Appartement,3,République,67,771750
laforet-immo-facile-22438932,Appartement,4,République,91,999990
hektor-1_DVIMMO2024-32978,Appartement,2,Léon-Blum,31,328600
apimo-85433327,Appartement,4,République,96,1139000
laforet-immo-facile-22438245,Appartement,2,Nation,52,540000
hektor-SaintAmbroise-2331,Appartement,2,Bastille,60,700000
era-2-57380612,Appartement,3,Bastille,68,724000
ag756465-448101830,Appartement,2,75011 Paris 11e,32,398000
ag756465-448101842,Appartement,3,75011 Paris 11e,60,700000
laforet-immo-facile-22437811,Appartement,2,Nation,50,499000
laforet-immo-facile-22432161,Appartement,2,République,72,845000
stephane-plaza-4-4825683,Appartement,1,Nation,18,170000
ag752181-448008776,Appartement,1,République,33,299000
ag753296-447996014,Appartement,3,République,54,585000
apimo-85466355,Appartement,4,République,77,990000
netty-robert-appt-4125,Appartement,3,Belleville,69,785000
apimo-85465200,Appartement,2,Bastille,33,319000
ladresse-1-adresse-13693982,Appartement,1,République,25,273000
ladresse-1-adresse-13520150,Appartement,1,Belleville,8,72500
laforet-immo-facile-22184965,Appartement,1,Nation,33,347900
era-2-57257761,Appartement,1,République,21,247500
hektor-totemimmo-prata-5762,Appartement,4,République,83,990000
ag942352-447938510,Studio,1,Bastille,28,199000
ag756465-447935711,Studio,1,75011 Paris 11e,22,238000
immo-facile-57341876,Appartement,1,Belleville,14,162000
keller-williams-1-34_1_33-180193,Duplex,5,Bastille,178,1200000
gedeon-30240335,Appartement,1,Léon-Blum,22,228000
iad-france-1703285,Appartement,2,Bastille,25,261500
stephane-plaza-4-4825676,Appartement,3,Bastille,66,600000
apimo-85463655,Appartement,3,Nation,63,689000
ag755942-447795815,Appartement,2,Bastille,49,599000
century-21-202_2907_27743,Appartement,3,Nation,50,441000
ag440414-447693596,Appartement,1,République,6,84800
hektor-agbatignolles-7486,Appartement,1,Belleville,19,209000
century-21-202_761_26350,Studio,1,Nation,22,189000
hektor-br-immobilier-4323,Appartement,3,Nation,49,600000
hektor-br-immobilier-4328,Appartement,3,Nation,49,600000
laforet-immo-facile-22432539,Appartement,3,Belleville,52,546000
ladresse-1-adresse-13784661,Appartement,1,Nation,8,66000
apimo-84959532,Appartement,2,République,50,660000
apimo-85458670,Appartement,2,République,50,660000
laforet-immo-facile-22432050,Appartement,1,Belleville,13,120000
hektor-nachimmo-1439,Appartement,5,République,120,1280000
ag756465-447437207,Appartement,3,République,98,935000
apimo-84244381,Appartement,2,Léon-Blum,36,465000
ag756465-447437201,Duplex,5,75011 Paris 11e,170,1700000
laforet-immo-facile-22431618,Appartement,5,République,145,1490000
ag311656-447383297,Appartement,3,République,50,519000
iad-france-1704295,Appartement,2,Nation,55,490000
apimo-85454437,Appartement,2,Léon-Blum,27,273000
keller-williams-1-34_1_32-176570,Appartement,2,Bastille,51,486000
era-2-57320182,Appartement,3,Nation,75,950000
apimo-85454597,Appartement,5,République,114,1220000
apimo-85454794,Appartement,5,République,114,1220000
ag755800-447238754,Appartement,2,Nation,36,369000
era-2-57317786,Appartement,4,Bastille,140,1700000
ag756403-447182894,Appartement,4,Belleville,90,1029000
ag942352-447179864,Studio,1,Belleville,10,100000
ag756465-447137750,Studio,1,75011 Paris 11e,18,217000
iad-france-1702583,Appartement,1,République,12,120000
ladresse-1-adresse-13790354,Appartement,4,Nation,93,1020000
laforet-immo-facile-22427535,Appartement,3,République,70,699800
iad-france-1698465,Appartement,1,Bastille,19,240000
ag755942-446962127,Appartement,4,Bastille,93,949000
ag756771-446918234,Appartement,6,75011 Paris 11e,113,1495000
gedeon-30199284,Appartement,5,Léon-Blum,134,1395000
citya-immobilier-5049-TAPP930089,Appartement,1,Bastille,22,241000
apimo-85449202,Appartement,4,Léon-Blum,102,990000
ag755800-446881271,Appartement,5,Nation,120,1370000
gedeon-29861744,Appartement,1,Nation,26,250000
hektor-confidential-1,Appartement,3,Belleville,55,519000
gedeon-30198375,Appartement,2,République,25,245000
apimo-85418668,Appartement,1,Bastille,15,156000
hektor-arcales1-1287,Appartement,2,Belleville,45,410000
ag751938-446700575,Appartement,2,Bastille,30,308000
ag754248-446734709,Appartement,2,Belleville,31,329000
apimo-85365597,Appartement,1,Bastille,34,367000
ladresse-1-adresse-13666108,Appartement,2,Bastille,52,525000
ag751890-446593886,Studio,1,Bastille,18,199000
ag753296-446590100,Appartement,2,Léon-Blum,31,318000
apimo-85440028,Loft/atelier/surface,6,Léon-Blum,164,1700000
